City_ID,City,Lat,Lon,Max Tem,Humidity,Cloudiness,Wind Speed,Country,Date
146,Mehamn,71.0357,27.8492,51.75,100,100,4.61,NO,1659532666
147,Necochea,-38.5473,-58.7368,52.84,89,15,8.84,AR,1659532666
148,Gasa,31.5,34.4667,92.88,59,5,10.89,PS,1659532666
149,Flinders,-34.5833,150.8552,61.18,79,0,8.99,AU,1659532667
150,Bogorodskoye,56.55,37.8833,82.0,38,98,2.24,RU,1659532667
151,Iskateley,67.6803,53.1512,72.5,57,44,19.98,RU,1659532668
152,Havoysund,70.9963,24.6622,52.03,82,33,13.33,NO,1659532668
153,Kieta,-6.2167,155.6333,78.06,88,52,7.7,PG,1659532668
154,Zharkent,44.1628,80.0,85.89,24,100,7.29,KZ,1659532669
155,Asau,46.4333,26.4,79.72,35,15,9.22,RO,1659532669
156,Chokurdakh,70.6333,147.9167,50.68,56,100,4.0,RU,1659532670
157,East London,-33.0153,27.9116,72.54,49,0,3.44,ZA,1659532518
158,Pevek,69.7008,170.3133,34.93,99,100,8.34,RU,1659532670
159,Erzin,36.9559,36.2,88.36,62,3,11.1,TR,1659532671
160,Tautira,-17.7333,-149.15,77.16,79,26,21.77,PF,1659532671
161,Mindelo,16.8901,-24.9804,83.75,65,75,12.66,CV,1659532671
162,Houma,29.5958,-90.7195,79.0,92,75,6.91,US,1659532538
163,Autazes,-3.5797,-59.1306,84.63,64,69,4.16,BR,1659532672
164,Killybegs,54.6333,-8.45,60.51,77,67,10.92,IE,1659532672
165,Narsaq,60.9167,-46.05,52.02,52,100,3.69,GL,1659532673
166,Barcelos,41.5388,-8.6151,74.84,51,7,8.1,PT,1659532673
167,Havre-Saint-Pierre,50.2334,-63.5986,64.76,59,0,12.66,CA,1659532673
168,Batagay-Alyta,67.8006,130.4114,46.51,83,100,6.06,RU,1659532674
169,Pisco,-13.7,-76.2167,61.02,82,0,2.3,PE,1659532674
170,Bathsheba,13.2167,-59.5167,85.05,82,20,20.71,BB,1659532675
171,Werda,-25.2667,23.2833,74.79,27,0,16.08,BW,1659532675
172,New Norfolk,-42.7826,147.0587,53.92,82,94,1.01,AU,1659532675
173,Launceston,-41.45,147.1667,52.16,90,40,14.97,AU,1659532676
174,Cherskiy,68.75,161.3,41.38,94,100,9.24,RU,1659532676
175,Fort-Shevchenko,44.5086,50.263,87.98,41,0,16.31,KZ,1659532676
176,Kahului,20.8947,-156.47,75.85,77,75,10.36,US,1659532677
177,Richards Bay,-28.783,32.0377,75.92,49,100,13.02,ZA,1659532677
178,San Quintin,30.4833,-115.95,69.04,92,99,8.77,MX,1659532678
179,Labytnangi,66.6572,66.4183,77.41,36,46,7.99,RU,1659532678
180,Batesville,35.7698,-91.641,79.95,88,0,4.61,US,1659532678
181,Manzil Salim,35.8567,8.4765,90.45,18,0,8.41,TN,1659532679
182,Big Spring,32.2504,-101.4787,79.25,63,0,14.97,US,1659532511
183,Banting,2.8167,101.5,80.74,88,97,2.73,MY,1659532679
184,Jais,26.25,81.5333,90.63,59,100,7.52,IN,1659532680
185,Clyde River,70.4692,-68.5914,39.43,100,100,8.05,CA,1659532680
186,Burnie,-41.0667,145.9167,54.91,91,13,9.24,AU,1659532682
187,Carnarvon,-24.8667,113.6333,66.42,56,97,15.84,AU,1659532683
188,Kutum,14.2,24.6667,88.34,33,58,10.38,SD,1659532683
189,Kokopo,-4.352,152.2633,78.39,78,37,7.65,PG,1659532684
190,Pompeu,-19.2244,-44.9353,77.36,38,20,4.36,BR,1659532591
191,La Ronge,55.1001,-105.2842,53.85,87,75,1.14,CA,1659532511
192,Pochutla,15.7432,-96.4661,77.83,75,75,3.96,MX,1659532684
193,Iquique,-20.2208,-70.1431,60.84,76,50,3.06,CL,1659532685
194,Saint-Georges,12.0564,-61.7485,83.88,70,75,12.66,GD,1659532656
195,Kushiro,42.975,144.3747,58.51,96,35,7.83,JP,1659532685
196,Arraial Do Cabo,-22.9661,-42.0278,75.16,73,20,8.05,BR,1659532627
197,Ouro Fino,-22.2831,-46.3692,74.03,40,0,4.9,BR,1659532686
